carId;model;version;price;fuel;year;kms;power;doors;change;color
2930;Fusion;FORD Fusion 1.4 TDCI Futura 5p.;3990;Diesel;2008;85000;68;5;Manual;Azul
2931;Clase C;MERCEDES-BENZ Clase C C 220 d Estate 5p.;20900;Diesel;2015;108000;170;4;Manual;Negro
2932;A5;AUDI A5 sport 2.0 TDI 140kW S tronic Sportback 5p.;29500;Diesel;2017;82063;190;5;Automatico;Azul (Luz de Luna)
2933;Astra;OPEL Astra 1.7 CDTi 130 CV Excellence 5p.;8500;Diesel;2013;99000;130;5;Manual;Beige
2934;Serie 3;BMW Serie 3 318d Touring 5p.;11900;Diesel;2013;154000;143;5;Manual;Negro
2935;A4;AUDI A4 S line 35 TFSI 110kW 150CV S tronic 4p.;31000;Gasolina;2019;21153;150;4;Automatico;Gris / Plata (GRIS MONZSN METALIZADO)
2936;F-Pace;JAGUAR Fpace 2.0L i4D AWD Automatico Prestige 5p.;51000;Diesel;2020;3900;180;5;Automatico;Blanco
2937;Serie 2;BMW Serie 2 M2 2p.;45900;Gasolina;2017;72000;370;2;Automatico;Gris / Plata (Plomo)
2938;V50;VOLVO V50 1.6D DRIVe Momentum 5p.;5900;Diesel;2010;115000;109;5;Manual;Plata (metalizado)
2939;DS 7 Crossback;DS DS 7 Crossback PureTech 132kW 180CV Auto. PERF.LINE 5p.;32999;Gasolina;2020;4535;180;5;Automatico;Gris / Plata
2940;Clase S;MERCEDES-BENZ Clase S S 320 CDI L 4p.;9900;Diesel;2008;400000;235;4;Automatico;Negro
2941;Mazda6;MAZDA Mazda6 Active CRTD 2.0 16v 121 CV 5p.;2500;Diesel;2007;189775;121;5;Manual;Negro
2942;Corolla;TOYOTA Corolla 1.8 125H FEEL ECVT 5p.;19500;Hibrido;2019;20000;122;5;Automatico;Blanco (Bronce)
2943;Swift;SUZUKI Swift 1.2 GLX MILD HYBRID 5p.;16500;Hibrido;2020;0;90;5;Manual;Gris / Plata
2944;Serie 3;BMW Serie 3 320D 2p.;9900;Diesel;2009;229000;177;2;Automatico;Gris / Plata
2945;Carens;KIA Carens 1.7 CRDi VGT 115cv Drive 5pl 5p.;8350;Diesel;2013;140000;115;5;Manual;Blanco
2946;SQ7;AUDI SQ7 4.0 TDI quattro tiptronic 5p.;69000;Diesel;2017;50000;435;5;Automatico;Gris / Plata
2947;JUKE;NISSAN JUKE G EU6 86 kW 117 CV XTRONIC TEKNA 5p.;13750;Gasolina;2017;42733;117;5;Automatico;Blanco (*RIV*)
2948;Cayenne;PORSCHE Cayenne  5p.;88900;Gasolina;2019;22900;340;5;Automatico;Blanco
2949;Mondeo;FORD Mondeo 1.8TD AMBIENTE 5p.;500;Diesel;1999;350000;90;5;Manual;Gris / Plata
2950;911;PORSCHE 911 Carrera Coupe 997 2p.;37650;Gasolina;2005;114000;325;2;Automatico;Negro
2951;Touran;VOLKSWAGEN Touran Business  Navi 1.6 TDI BMT 5p.;15150;Diesel;2016;107000;115;5;Manual;Blanco
2952;Focus;FORD Focus 2.0 TDCi Powershift Titanium 5p.;3500;Diesel;2008;198780;136;5;Automatico;Granate
2953;Santa Fe;HYUNDAI Santa Fe 2.2 CRDi Tecno Auto 4x4 SR 5p.;42490;Diesel;2020;12000;200;5;Automatico;Gris / Plata
2954;Tipo;FIAT Tipo 1.4 TJet 16v Easy 88kW 120CV GLP 4p.;7490;Gas licuado (GLP);2018;103000;120;4;Manual;Negro
2955;Mondeo;FORD Mondeo 2.0 TDCi 140 Trend 5p.;4000;Diesel;2007;256000;140;5;Manual;Gris / Plata
2956;Coupe;HYUNDAI Coupe 1.6 16v FX 3p.;1750;Gasolina;2004;153000;105;3;Manual;Blanco
2957;Golf;VOLKSWAGEN Golf Business 1.6 TDI 85kW 115CV 5p.;17990;Diesel;2019;11272;115;5;Manual;H7H7 Azul AtlAntico (metalizado)
2958;XC90;VOLVO XC90 V8 Executive 5p.;9000;Gasolina;2005;220000;315;5;Automatico;Blanco
2959;Mazda6;MAZDA Mazda6 2.0 GE 145cv Style  Pack Comfort 4p.;15490;Gasolina;2013;83000;145;4;Manual;Blanco
2960;ceed;KIA ceed 1.0 TGDi 74kW 100CV Drive 5p.;17360;Gasolina;2021;0;100;5;Manual;Rojo (todos)
2961;Logan;DACIA Logan Ambiance 1.2 75 5p.;4495;Gasolina;2014;90000;75;5;Manual;Blanco
2962;A6;AUDI A6 3.0 TDI 245 clean diesel quattro Stronic 4p.;19900;Diesel;2013;155000;245;4;Automatico;Azul
2963;Carens;KIA Carens 1.7 CRDi VGT 85kW115CV Concept EcoDyn 5p.;16900;Diesel;2018;38754;115;5;Manual;Blanco (BLANCO)
2964;C3 Aircross;CITROEN C3 Aircross PureTech 60kW 82CV FEEL 5p.;11900;Gasolina;2017;67102;82;5;Manual;Azul (BREATHING BLUE)
2965;Golf;VOLKSWAGEN Golf R 2.0 TSI 300CV 4Motion BMT DSG 5p.;28990;Gasolina;2016;99000;300;5;Automatico;"Negro (Negro ""Profundo"")"
2966;Kadjar;RENAULT Kadjar Zen GPF TCe 103kW 140CV 5p.;20000;Gasolina;2019;19884;140;5;Manual;Blanco
2967;Clase CLA;MERCEDES-BENZ Clase CLA CLA 220 d AMG Line 4p.;23490;Diesel;2016;177000;177;4;Automatico;Blanco
2968;Golf;VOLKSWAGEN Golf Advance 1.5 TSI EVO 110kW 150CV DSG 5p.;24362;Gasolina;2020;50;150;5;Automatico;Negro
2969;Espace;RENAULT Espace Initiale Paris Energy dCi 118kW TT EDC 5p.;19999;Diesel;2017;99999;160;5;Automatico;Negro
2970;MINI;MINI MINI One 75 CV 3p.;6800;Gasolina;2010;140457;75;3;Manual;Blanco
2971;Clase M;MERCEDES-BENZ Clase M ML 63 AMG 5p.;19900;Gasolina;2007;137000;510;5;Automatico;Marron
2972;Voyager;LANCIA Voyager 2.8 CRD SILVER 5p.;15200;Diesel;2014;150507;177;5;Automatico;PSC Gris Metal (metalizado)
2973;208;PEUGEOT 208 5P ACCESS 1.2 VTi 82 5p.;8490;Gasolina;2014;77762;82;5;Manual;Rojo
2974;Mondeo;FORD Mondeo 2.0 TDCi 140 Ghia X 5p.;5290;Diesel;2007;119000;140;5;Manual;Gris / Plata
2975;Range Rover Sport;LAND-ROVER Range Rover Sport 3.0 TDV6 258cv SE 5p.;35845;Diesel;2015;125833;258;5;Automatico;Verde
2976;Tiguan;VOLKSWAGEN Tiguan Advance 1.5 TSI 110kW 150CV DSG 5p.;27890;Gasolina;2019;21271;150;5;Automatico;K5K5 Plata Tungsteno (metalizado)
2977;Ibiza;SEAT Ibiza 1.6 TDI 90cv Reference ITech 30 Aniv 5p.;6500;Diesel;2014;119000;90;5;Manual;Blanco
2978;Leon;SEAT Leon 1.6 TDI 105cv DSG7 StSp Style 5p.;12490;Diesel;2014;96734;105;5;Automatico;Rojo
2979;QASHQAI+2;NISSAN QASHQAI2 1.5 dCi ACENTA 4x2 5p.;10990;Diesel;2012;149990;110;5;Manual;Negro
2980;Zafira;OPEL Zafira Cosmo 1.9 CDTi 8v 120 CV Auto 5p.;5500;Diesel;2006;150000;120;5;Automatico;Gris / Plata
2981;508;PEUGEOT 508 RXH 2.0 BlueHDi 180 Autom. 5p.;13990;Diesel;2015;138123;180;5;Automatico;Blanco
2982;T-Cross;VOLKSWAGEN TCross Advance 1.0 TSI 85kW 115CV 5p.;19900;Gasolina;2019;13228;115;5;Manual;Blanco (BLANCO PURO)
2983;Serie 2 Gran Tourer;BMW Serie 2 Gran Tourer 216d 5p.;16990;Diesel;2016;71000;116;5;Manual;Azul
2984;Clase X;MERCEDES-BENZ Clase X X 220 d Pure 4Matic 4p.;34500;Diesel;2020;1;163;4;Manual;Gris / Plata
2985;Ibiza;SEAT Ibiza 1.9 TDI SPORT 90CV 3p.;900;Diesel;2000;135000;90;3;Manual;Amarillo
2986;Serie 4;BMW Serie 4 420d 2p.;24700;Diesel;2017;98216;190;2;Automatico;A89 Imperialblau (metalizado)
2987;C4 Picasso;CITROEN C4 Picasso 1.6 HDi Premier 5p.;5999;Diesel;2008;176000;110;5;Manual;Amarillo
2988;C5 Aircross;CITROEN C5 Aircross PureTech 96kW 130CV SS EAT8 Shine 5p.;27000;Gasolina;2020;1;131;5;Automatico;Gris / Plata (GRIS ACIER)
2989;Crafter;VOLKSWAGEN Crafter 35 Kombi PRO BM TA 2.0 TDI 120kW BMT;18950;Diesel;2016;96000;163;4;Manual;Amarillo (1X1X Amarillo Espectral)
2990;C5 Aircross;CITROEN C5 Aircross BlueHdi 96kW 130CV SS EAT8 Shine 5p.;29500;Diesel;2020;3500;131;5;Automatico;Blanco (Blanco Blanquise)
2991;Partner;PEUGEOT Partner Furgon Confort Pack L1 1.6 HDi 90;7900;Diesel;2016;76000;90;4;Manual;Blanco
2992;Corsa;OPEL Corsa Club 1.7 DTI 3p.;1500;Diesel;2002;188000;75;3;Manual;Azul
2993;Discovery Sport;LAND-ROVER Discovery Sport 2.0L TD4 150CV Auto. 4x4 Pure 7plz 5p.;28990;Diesel;2015;89015;150;5;Automatico;Blanco
2994;Ateca;SEAT Ateca 1.0 TSI 85kW 115CV StSp Style Eco 5p.;15950;Gasolina;2017;58621;115;5;Manual;Naranja (*LRO*)
2995;Passat;VOLKSWAGEN Passat 2.0 TDI 140cv Highline DSG 4p.;6600;Diesel;2006;145000;140;4;Automatico;Marron
2996;Macan;PORSCHE Macan S Diesel 5p.;46900;Diesel;2015;52646;258;5;Automatico;Gris / Plata (GRIS OSCURO)
2997;A1;AUDI A1 Sportback 1.2 TFSI 86cv Attraction 5p.;11950;Gasolina;2012;25612;86;5;Manual;3A3A Rojo Shiraz (metalizado)
2998;Focus;FORD Focus 1.6 TDCi 90 Trend 3p.;4999;Diesel;2008;165000;90;3;Manual;Negro
2999;Laguna;RENAULT Laguna PRIVILEGE 1.9DCI 120CV 5p.;3950;Diesel;2005;123000;120;5;Manual;Gris / Plata
3000;A3;AUDI A3 1.6 tiptronic Attraction 3p.;3000;Gasolina;2005;218000;102;3;Manual;Negro
3001;Octavia;SKODA Octavia Combi 1.9 TDI Trend 5p.;2000;Diesel;2007;312000;105;5;Manual;Gris / Plata
3002;X-TRAIL;NISSAN XTRAIL dCi 130CV 96kW 4x4i TEKNA 5p.;18900;Diesel;2014;83000;130;5;Manual;Gris / Plata
3003;Serie 7;BMW Serie 7 750dA xDrive 4p.;68000;Diesel;2018;58740;400;4;Automatico;Gris / Plata
3004;Picanto;KIA Picanto 1.0 CVVT 49kW 67CV Concept 5p.;8900;Gasolina;2019;18800;67;5;Manual;Rojo (ROJO)
3005;Tipo;FIAT Tipo 1.4 TJet 16v Lounge 88kW 120CV GLP 4p.;6500;Gas licuado (GLP);2018;124745;120;4;Manual;Negro
3006;Astra;OPEL Astra 1.6 Turbo SS Dynamic ST 5p.;6500;Gasolina;2015;145000;200;5;Manual;Blanco
3007;X3;BMW X3 XDRIVE20D 5p.;24000;Diesel;2011;101000;177;5;Automatico;Blanco
3008;Captur;RENAULT Captur Zen Blue dCi 85kW 115CV 5p.;20400;Diesel;2020;2480;115;5;Manual;Gris / Plata (TECHO NEGRO)
3009;Clase C;MERCEDES-BENZ Clase C C 250 CDI 4MATIC BE Avantgarde Estate 5p.;11500;Diesel;2012;237000;204;5;Automatico;Blanco
3010;206;PEUGEOT 206 1.6 2p.;1550;Gasolina;2003;250000;110;2;Manual;Verde
3011;C3;CITROEN C3 1.4 HDi Cool 5p.;4490;Diesel;2009;159800;70;5;Manual;Gris / Plata
3012;KA;FORD KA 1.3 TDCi Titanium 3p.;3990;Diesel;2009;170000;75;3;Manual;Gris / Plata
3013;Passat;VOLKSWAGEN Passat 1.9 TDi Edition 100CV 4p.;3900;Diesel;2004;252000;100;4;Manual;Gris / Plata
3014;500X;FIAT 500X City Cross 10 GSE T3 88KW 120 CV SS 5p.;14400;Gasolina;2019;53048;120;5;Manual;Gris / Plata
3015;Serie 4;BMW Serie 4 435dA xDrive Gran Coupe 5p.;32900;Diesel;2015;130000;313;5;Automatico;Blanco (ALPIMWEISS)
3016;Serie 1;BMW Serie 1 116d 3p.;11950;Diesel;2013;70158;116;3;Manual;B38 Midnight Blue (metalizado)
3017;Laguna;RENAULT Laguna G.Tour Expression Techno 2.0dCi 130CV 5p.;3600;Diesel;2009;180000;130;5;Manual;Gris / Plata
3018;Serie 4;BMW Serie 4 418d Gran Coupe 5p.;19490;Diesel;2016;131600;150;5;Automatico;Blanco
3019;Focus;FORD Focus 1.0 Ecoboost ASS 125v Titanium 5p.;7990;Gasolina;2012;105000;125;5;Manual;Rojo
3020;Clase C;MERCEDES-BENZ Clase C C Coupe 220 d 2p.;26900;Diesel;2016;100417;170;2;Automatico;Gris / Plata (775 Plata iridio)
3021;Serie 2 Active Tourer;BMW Serie 2 Active Tourer 218d 5p.;15100;Diesel;2016;118000;150;5;Automatico;Marron
3022;Pro Ceed;KIA Pro Ceed 1.6 CRDi 90cv Concept Plus 3p.;6500;Diesel;2011;161000;90;3;Manual;Blanco
3023;Octavia;SKODA Octavia 1.6 TDI 85KW 115CV Ambition 5p.;19500;Diesel;2020;18;115;5;Manual;Gris / Plata (CUARZO METALIZADO)
3024;Serie 1;BMW Serie 1 118d M Sport Edition 3p.;11600;Diesel;2013;121000;143;3;Manual;Azul
3025;Lupo;VOLKSWAGEN Lupo 1.6 GTi 3p.;3500;Gasolina;2002;100000;100;3;Manual;Azul (PITUFO)
3026;508;PEUGEOT 508 5P GT HYBRID 225 eEAT8 5p.;35700;Hibrido enchufable;2020;500;225;5;Automatico;Blanco
3027;GLC Coupe;MERCEDES-BENZ GLC Coupe GLC 250 d 4MATIC 5p.;55099;Diesel;2019;29169;204;5;Automatico;890 Azul Cavansita (metalizado)
3028;Stonic;KIA Stonic 1.0 TGDi 74kW 100CV Drive 5p.;16990;Gasolina;2019;11300;100;5;Manual;Gris / Plata
3029;Clio;RENAULT Clio Intens TCe 74 kW 100CV 5p.;14490;Gasolina;2020;2000;100;5;Manual;Naranja (Tapiceria Intens)
3030;Panda;FIAT Panda 1.2 Easy 51kW 69CV 5p.;11488;Gasolina;2020;0;69;5;Manual;Blanco
3031;Transit Connect;FORD Transit Connect Kombi 1.5 TDCi 74kW Trend 220 L1 M1;17990;Diesel;2019;150;100;5;Manual;Blanco
3032;Sandero;DACIA Sandero Ambiance 1.5 dCi 70cv 5p.;3900;Diesel;2010;195000;70;5;Manual;Negro
3033;Avensis;TOYOTA Avensis 2.0 D4D SOL 4p.;5250;Diesel;2005;101600;116;4;Manual;Gris / Plata
3034;Combo;OPEL Combo Cargo 1.3 CDTI L1 H1 Normal;6900;Diesel;2015;153864;90;3;Manual;Blanco
3035;Discovery Sport;LAND-ROVER Discovery Sport 2.0D I4L.Flw 150 PS AWD MHEV RDynam S 5p.;42900;Hibrido;2019;11258;150;5;Automatico;Gris / Plata
3036;Countryman;MINI Countryman Cooper D 5p.;27700;Diesel;2019;26601;150;5;Automatico;A94 Midnight Black (metalizada)
3037;Astra;OPEL Astra 1.7 CDTi Enjoy SW 5p.;1500;Diesel;2006;264000;100;5;Manual;Gris / Plata
3038;Captur;RENAULT Captur Intens TCe 74kW 100CV 5p.;17000;Gasolina;2020;4021;100;5;Manual;Azul (Azul Rayo + techo negro)
3039;Polo;VOLKSWAGEN Polo Advance 1.0 TSI 70kW 95CV 5p.;11950;Gasolina;2018;62000;95;5;Manual;Azul (met Pintura metalizada)
3040;e-208;PEUGEOT e208 Electrico Allure 5p.;29000;Electrico;2020;2315;136;5;Automatico;Rojo
3041;Clase GLC;MERCEDES-BENZ Clase GLC GLC 250 d 4MATIC AMG Line 5p.;31500;Diesel;2015;130000;204;5;Automatico;Negro
3042;Q2;AUDI Q2 sport edition 1.4 TFSI 110kW 150CV CoD 5p.;29900;Gasolina;2017;70000;150;5;Manual;Gris / Plata
3043;i40;HYUNDAI i40 1.7 CRDi 115cv BlueDrive Tecno 4p.;12900;Diesel;2016;95963;115;4;Manual;Blanco
3044;Passat;VOLKSWAGEN Passat Advance 1.6 TDI 120CV BMT 4p.;15500;Diesel;2015;86000;120;4;Manual;Negro
3045;Q8;AUDI Q8 50 TDI 210kW 286CV quattro tiptronic 5p.;78690;Diesel;2019;13184;286;5;Automatico;Negro
3046;Tiguan;VOLKSWAGEN Tiguan Advance 2.0 TDI 110kW150CV BMT 5p.;23900;Diesel;2017;64596;150;5;Manual;Gris / Plata
3047;Mokka;OPEL Mokka 1.6 CDTi 4X2 SS Selective 5p.;11900;Diesel;2016;141000;136;5;Manual;Gris / Plata
3048;Serie 3;BMW Serie 3 320D 2p.;9500;Diesel;2007;235000;177;2;Automatico;Azul
3049;Serie 5;BMW Serie 5 530xd 4p.;9300;Diesel;2005;258000;231;4;Automatico;Blanco
3050;Viano;MERCEDES-BENZ Viano 2.2 CDI Fun Larga 4p.;15000;Diesel;2004;200000;150;4;Manual;Azul
3051;Grand C4 Picasso;CITROEN Grand C4 Picasso 1.6 VTi 120 Seduction 5p.;5990;Gasolina;2013;99000;120;5;Manual;Blanco
3052;5008;PEUGEOT 5008 Allure 1.6 BlueHDi 120 EAT6 5p.;11999;Diesel;2016;132000;120;5;Manual;Negro
3053;308;PEUGEOT 308 SW Style 1.5 BlueHDi 96KW 130CV 5p.;17400;Diesel;2019;23577;130;5;Manual;Negro
3054;Serie 2;BMW Serie 2 218d 2p.;20990;Diesel;2017;107200;150;2;Manual;Blanco
3055;Caravelle;VOLKSWAGEN Caravelle Trendline Corto 2.0 TDI 75kW 102CV BMT 4p.;22385;Diesel;2017;52000;102;4;Manual;Azul
3056;Serie 1;BMW Serie 1 116d 5p.;17799;Diesel;2016;88062;116;5;Automatico;475 Saphirschwarz (metalizado)
3057;Vito;MERCEDES-BENZ Vito 160 CDI Marco Polo Activity Largo 4p.;11500;Diesel;2014;300000;88;4;Automatico;Negro
3058;C3;CITROEN C3 PureTech 60KW 83CV FEEL 5p.;13150;Gasolina;2020;6900;82;5;Manual;Blanco
3059;Berlingo;CITROEN Berlingo Talla M PureTech 110 SS FEEL 5p.;16999;Gasolina;2019;23499;110;5;Manual;Gris / Plata
3060;Clase E;MERCEDES-BENZ Clase E Coupe E 220 d 2p.;47600;Diesel;2019;10000;194;2;Automatico;Gris / Plata
3061;Clase GLA;MERCEDES-BENZ Clase GLA GLA 200 d AMG Line 5p.;21900;Diesel;2016;105000;136;5;Automatico;Gris / Plata
3062;2008;PEUGEOT 2008 Allure 1.6 BlueHDi 88KW 120CV SS EAT6 5p.;12000;Diesel;2018;60820;120;5;Manual;Blanco
3063;Serie 1;BMW Serie 1 123d 2p.;6000;Diesel;2008;200000;204;2;Manual;Gris / Plata
3064;Wrangler;JEEP Wrangler 2.5 SOFT TOP 3p.;14200;Gasolina;1999;77334;121;3;Manual;Negro
3065;Nemo;CITROEN Nemo Combi HDi 75cv SX Plus 5p.;3000;Diesel;2010;330000;75;5;Manual;Blanco
3066;e-208;PEUGEOT e208 Electrico Active 5p.;28900;Electrico;2020;15;136;5;Automatico;Gris / Plata (Gris)
3067;Ibiza;SEAT Ibiza 1.6 16v 105cv Sport 3p.;4000;Gasolina;2007;107000;105;3;Manual;Negro
3068;Serie 1;BMW Serie 1 120d 2p.;8990;Diesel;2008;187000;177;2;Automatico;Negro
3069;Passat;VOLKSWAGEN Passat RLine Excl 2.0 TDI 110kW150CV Variant 5p.;25500;Diesel;2017;21600;150;5;Manual;Blanco
3070;Clase G;MERCEDES-BENZ Clase G MercedesAMG G 63 5p.;358900;Gasolina;2019;4300;585;5;Automatico;Negro (Obsidiana)
3071;CLUBMAN;MINI CLUBMAN ONE D 5p.;15990;Diesel;2018;30000;116;5;Manual;Beige (BEIGE CLARO)
3072;Countryman;MINI Countryman One D 5p.;23900;Diesel;2019;17850;116;5;Automatico;Rojo (851 Chili Red sA3lida))
3073;fortwo;SMART fortwo 60kW81CV electric drive coupe 3p.;17900;Electrico;2018;11100;82;3;Automatico;Rojo
3074;Touran;VOLKSWAGEN Touran 2.0 TDI 140cv Advance Bluemotion Tech 5p.;13200;Diesel;2014;110000;140;5;Manual;Beige
3075;Cayenne;PORSCHE Cayenne S Diesel 5p.;44500;Diesel;2015;106000;385;5;Automatico;Marron
3076;Getz;HYUNDAI Getz 1.3 3p.;1990;Gasolina;2005;115413;85;3;Manual;Gris / Plata
3077;Talento;FIAT Talento M1 1.0 Base Corto 1.6 EcoJet 92kW TT;17300;Diesel;2017;33156;125;4;Manual;Blanco
3078;Dokker;DACIA Dokker Van Essential 1.6 75kW 100CV GLP 4p.;8000;Gas licuado (GLP);2019;49897;98;4;Manual;Blanco
3079;Xsara Picasso;CITROEN Xsara Picasso 1.6 X 5p.;2800;Gasolina;2003;160000;95;5;Manual;Gris / Plata
3080;Fiesta;FORD Fiesta 1.25 Duratec 60kW 82CV Trend 5p 5p.;9400;Gasolina;2017;41610;82;5;Manual;Gris / Plata
3081;Golf;VOLKSWAGEN Golf 1.6 TDI 90cv Advance Rabbit 3p.;8200;Diesel;2012;180000;90;3;Manual;Blanco
3082;Jumper;CITROEN Jumper 33 L2H2 HDi 130 Confort;13999;Diesel;2014;79000;130;4;Manual;Azul
3083;B-MAX;FORD BMAX 1.6 TDCi 95 Trend 5p.;6600;Diesel;2013;150358;95;5;Manual;Negro (*ZAR*)
3084;308;PEUGEOT 308 5p Allure 2.0 BlueHDi 150 5p.;14500;Diesel;2016;59000;150;5;Manual;Gris / Plata
3085;C3;CITROEN C3 1.4 HDi Exclusive 5p.;4250;Diesel;2009;110000;70;5;Manual;Marron
3086;forfour;SMART forfour 0.9 66kW 90CV SS PASSION 5p.;10490;Gasolina;2017;27000;90;5;Automatico;Gris / Plata
3087;IS200;LEXUS IS200 2.0 Auto Premium techo solar 4p.;5490;Gasolina;2002;130000;155;4;Automatico;Azul (ELECTRICO)
3088;Ulysse;FIAT Ulysse 2.0 JTD 16v 136 Emotion 5p.;4490;Diesel;2007;149000;136;5;Manual;Gris / Plata
3089;Auris;TOYOTA Auris 1.8 140H Hybrid Active 5p.;12499;Hibrido;2016;73128;136;5;Automatico;Gris / Plata
3090;C2;CITROEN C2 1.4I Furio 3p.;1990;Gasolina;2006;201000;75;3;Manual;Negro
3091;Range Rover Evoque;LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 150CV 4x4 Pure Auto 5p.;24490;Diesel;2015;73382;150;5;Automatico;Azul (azul)
3092;Doblo Panorama;FIAT Doblo Panorama Easy 1.6 Multijet 70kW 95CV SWB 5p.;12635;Diesel;2019;17145;95;5;Manual;Gris / Plata
3093;EcoSport;FORD EcoSport 1.5 TDCi 90cv EcoSport 5p.;10900;Diesel;2015;124000;91;5;Manual;Blanco
3094;Insignia;OPEL Insignia GS 1.6 CDTi 100kW Turbo D Excellenc WLTP 5p.;14490;Diesel;2018;103658;136;5;Automatico;Gris / Plata
3095;NV300;NISSAN NV300 1.6dCi 107kW 145CV SS L1H1 12T PRO;13990;Diesel;2017;129000;145;4;Manual;Blanco
3096;A5;AUDI A5 S5 3 .0 TFSI quattro tiptronic Coupe 2p.;55000;Gasolina;2018;40000;354;2;Automatico;Gris / Plata
3097;Leon;SEAT Leon 1.5 TSI 110kW SS Xcellence Go L 5p.;24538;Gasolina;2020;0;150;5;Manual;Azul
3098;Transporter;VOLKSWAGEN Transporter Chasis D.Cab Largo 2.0 TDI 102cv 2.8T 4p.;9800;Diesel;2010;315000;102;4;Manual;Beige
3099;Serie 1;BMW Serie 1 120d 5p.;7999;Diesel;2007;238000;177;5;Manual;Gris / Plata
3100;Caddy;VOLKSWAGEN Caddy Profesional Kombi 2.0 TDI 55kW BMT;11990;Diesel;2018;115700;75;4;Manual;Blanco
3101;A6;AUDI A6 Avant 2.0 TDI 190cv ultra S tron S line 5p.;24990;Diesel;2015;127000;190;5;Automatico;Negro
3102;Mokka;OPEL Mokka 1.4 T 4X2 SS Selective 5p.;14900;Gasolina;2015;42964;140;5;Manual;Negro Mica (metalizado)
3103;V60 Cross Country;VOLVO V60 Cross Country 2.0 D3 Momentum Auto 5p.;18500;Diesel;2016;111000;150;5;Automatico;Negro
3104;Serie 3;BMW Serie 3 325d Touring 5p.;7000;Diesel;2007;300000;197;5;Manual;Gris / Plata
3105;forfour;SMART forfour 0.9 80kW 109CV BRABUS XCLUSIVE 5p.;15500;Gasolina;2016;40000;109;5;Automatico;Azul
3106;C4 Cactus;CITROEN C4 Cactus PureTech 110cv SS Shine Edition 5p.;9500;Gasolina;2016;48600;110;5;Automatico;Blanco
3107;Laguna;RENAULT Laguna G.Tour Dynamique 2.0 16V 140CV 5p.;2300;Gasolina;2007;159000;140;5;Manual;Negro
3108;C-HR;TOYOTA CHR 1.8 125H Advance 5p.;19890;Hibrido;2019;59990;122;5;Automatico;Negro
3109;R11;RENAULT R11 R11 1.4 GTL 5p.;2250;Gasolina;1982;42000;60;5;Manual;Beige
3110;QASHQAI;NISSAN QASHQAI DIGT 103 kW 140 CV E6D QLINE 5p.;21890;Gasolina;2020;29500;140;5;Manual;QAB Blanco Perlado (metalizado)
3111;Serie 2 Gran Tourer;BMW Serie 2 Gran Tourer 218d 5p.;27500;Diesel;2019;12685;150;5;Automatico;475 Black Sapphire (metalizado)
3112;Golf;VOLKSWAGEN Golf GTI 2.0 TSI 220cv BMT 5p.;19950;Gasolina;2015;41000;220;5;Manual;Negro
3113;Ceed Tourer;KIA Ceed Tourer Tourer 1.0 TGDi 88kW 120CV Tech 5p.;17900;Gasolina;2019;7500;120;5;Manual;Azul
3114;XC90;VOLVO XC90 T6 Momentum 5p.;6000;Gasolina;2004;290000;272;5;Automatico;Azul
3115;Transit Connect;FORD Transit Connect 1.8 TDCi 90cv 200 S 3p.;5500;Diesel;2008;237000;90;3;Manual;Blanco
3116;V50;VOLVO V50 2.4i Kinetic 5p.;3600;Gasolina;2004;150000;170;5;Manual;Gris / Plata
3117;A5;AUDI A5 3.0 TDI 240cv DPF quattro 2p.;16500;Diesel;2009;145000;240;2;Automatico;Negro
3118;Clase A;MERCEDES-BENZ Clase A A 200 d 5p.;21000;Diesel;2017;68000;136;5;Automatico;Gris / Plata
3119;A3;AUDI A3 1.9 TDI ATTRACTION 3p.;7500;Diesel;2007;149000;105;3;Manual;Negro
3120;MINI;MINI MINI ONE 5 PUERTAS 5p.;16900;Gasolina;2017;45900;102;5;Automatico;Gris / Plata
3121;X1;BMW X1 sDrive18d 5p.;26990;Diesel;2016;67000;150;5;Automatico;Gris / Plata
3122;Golf;VOLKSWAGEN Golf Sport 2.0 TDI 150cv 4motion BMT 5p.;16700;Diesel;2016;89416;150;5;Manual;Z1Z1 Gris Magnesio (metalizado)
3123;Spacetourer;CITROEN Spacetourer Talla M BlueHDi 110KW 150CV Business 4p.;29765;Diesel;2020;2;150;4;Manual;Negro (Negro Perla Nera)
3124;C4;CITROEN C4 PureTech 130cv Collection 5p.;9000;Gasolina;2014;63000;130;5;Manual;Azul
3125;Tipo;FIAT Tipo 1.4 16v Easy 70kW 95CV gasolina SW 5p.;10995;Gasolina;2018;18000;95;5;Manual;Blanco
3126;Nemo;CITROEN Nemo Combi HDi 59KW 80CV Attraction;7900;Diesel;2018;7000;80;4;Manual;Blanco
3127;GLE;MERCEDES-BENZ GLE GLE 350 d 4MATIC 5p.;83900;Diesel;2020;17300;272;5;Automatico;Gris / Plata (Selenita)
3128;Clase M;MERCEDES-BENZ Clase M ML 280 CDI 5p.;13800;Diesel;2007;178000;190;5;Automatico;Gris / Plata
3129;407;PEUGEOT 407 Sport HDI 136 4p.;4900;Diesel;2007;192000;136;4;Manual;Negro
3130;Clase C;MERCEDES-BENZ Clase C C 200 CDI Blue Efficiency Avantgarde 4p.;14900;Diesel;2011;95483;136;4;Manual;Blanco
