carId;model;version;price;fuel;year;kms;power;doors;change;color
0;C1;CITROEN C1 PureTech 60KW 82CV Feel 5p.;6200;Gasolina;2017;50071;82;5;Manual;Blanco
1;Transit Connect;FORD Transit Connect Van 1.5 TDCi 100cv Ambiente 200 L1;7851;Diesel;2016;103000;100;4;Manual;Blanco
2;Caravelle;VOLKSWAGEN Caravelle Largo 2.0 TDI 140 Comfortlin Edition BMT;19426;Diesel;2014;120000;140;4;Manual;Blanco
3;Transit;FORD Transit 350 96kW L4 Ambiente Propulsion Trasera;22850;Diesel;2017;107000;130;2;Manual;Blanco
4;3008;PEUGEOT 3008 Style 1.2 PureTech 130 SS 5p.;11490;Gasolina;2016;78665;130;5;Manual;Blanco
5;Discovery Sport;LAND-ROVER Discovery Sport 2.0L TD4 110kW 150CV 4x4 Pure 5p.;28500;Diesel;2017;36238;150;5;Automatico;Blanco
6;Civic;HONDA Civic 2.2 iDTEC Sport 5p.;8200;Diesel;2012;203000;150;5;Manual;Blanco
7;Berlingo;CITROEN Berlingo Multispace 20 Aniv. PureTech 81KW110CV 5p.;12100;Gasolina;2018;45000;110;5;Manual;Azul
8;NOTE;NISSAN NOTE 5p. 1.2G 80CV Acenta NissanConnect 5p.;6300;Gasolina;2016;77000;80;5;Manual;Blanco
9;Berlingo;CITROEN Berlingo Multispace 20 Aniv.BlueHDi 74KW 100CV;13900;Diesel;2017;81000;100;5;Manual;Gris / Plata
10;Polo;VOLKSWAGEN Polo 75 Trendline Auto 3p.;1300;Gasolina;2001;217000;75;3;Manual;Azul
11;Clase CL;MERCEDES-BENZ Clase CL CL 500 2p.;6900;Gasolina;2001;169450;306;2;Automatico;Gris / Plata
12;Panda;FIAT Panda 4X4 1.3 70kW 95CV Diesel E6 5p.;9500;Diesel;2017;101623;95;5;Manual;296 Blanco Gelato (pastel)
13;Octavia;SKODA Octavia 1.0 TSI 85KW 115CV Ambition 5p.;13990;Gasolina;2019;7591;115;5;Manual;Gris / Plata
14;C-Elysee;CITROEN CElysee VTi 115cv Exclusive 4p.;4990;Gasolina;2014;80000;115;4;Manual;Gris / Plata
15;Doblo;FIAT Doblo Panorama Family 7pl 1.9 Multijet DPF 5p.;8000;Diesel;2010;135000;120;5;Manual;Granate
16;C-Max;FORD CMax 1.0 EcoBoost 92kW 125CV Trend 5p.;12700;Gasolina;2018;53000;125;5;Manual;Gris / Plata
17;C3;CITROEN C3 PureTech 50KW 68CV FEEL 5p.;12490;Gasolina;2019;13000;68;5;Manual;Negro
18;Serie 1;BMW Serie 1 116d 5p.;28900;Diesel;2020;5000;116;5;Automatico;Gris / Plata (B39 Pintura metalizada Mineralgrau)
19;Astra;OPEL Astra 1.7 CDTi SS 130 CV Excellence 5p.;8490;Diesel;2014;139990;130;5;Manual;Gris / Plata
20;A3;AUDI A3 Sportback 2.0 TDI Ambition 5p.;5000;Diesel;2006;222500;140;5;Manual;Gris / Plata
21;XC60;VOLVO XC60 2.4D Summum Auto 5p.;10890;Diesel;2009;214650;175;5;Automatico;Blanco
22;ASX;MITSUBISHI ASX 160 DID Motion 4WD 5p.;15300;Diesel;2016;67602;114;5;Manual;Gris / Plata
23;Focus;FORD Focus 1.0 Ecoboost 92kW Trend 5p.;12790;Gasolina;2018;29000;125;5;Manual;Gris / Plata
24;500L;FIAT 500L 1.6 16v Multijet II 120CV SS Lounge 5p.;12800;Diesel;2016;60029;120;5;Manual;Rojo
25;Serie 3;BMW Serie 3 320D 2p.;10000;Diesel;2009;162000;177;2;Automatico;Blanco
26;S-MAX;FORD SMAX 2.0 TDCi Panther 110kW Titanium Pow 5p.;29300;Diesel;2019;11936;150;5;Automatico;Negro
27;Captur;RENAULT Captur Zen TCe 66kW 90CV 5p.;14650;Gasolina;2019;14000;90;5;Manual;Blanco
28;Ibiza;SEAT Ibiza 1.0 EcoTSI 81kW 110CV FR DSG 5p.;11400;Gasolina;2017;28000;110;5;Automatico;Negro
29;Serie 5;BMW Serie 5 520D 4p.;18900;Diesel;2014;99800;190;4;Automatico;Azul
30;508 Hybrid;PEUGEOT 508 Hybrid SW GT Line 225 eEAT8 5p.;37000;Hibrido enchufable;2020;1200;225;5;Automatico;Blanco (Blanco nacarado)
31;308;PEUGEOT 308 SW Style 1.6 BlueHDi 120 EAT6 5p.;6750;Diesel;2015;215000;120;5;Automatico;Negro
32;XCeed;KIA XCeed 1.6 GDi PHEV 104kW 141CV eMotion 5p.;32300;Hibrido enchufable;2021;2800;141;5;Manual;Cassa White (WD)
33;Insignia;OPEL Insignia 1.6 CDTI SS 88kW 120CV Business 5p.;9500;Diesel;2016;101859;120;5;Manual;Blanco (Sensor Parking)
34;Golf;VOLKSWAGEN Golf Variant Advance 1.6 TDI 110CV BMT 5p.;11300;Diesel;2016;77867;110;5;Manual;Z2Z2 Azul Noche (metalizado)
35;Clio;RENAULT Clio Limited 1.2 16v 55kW 75CV 18 5p.;9500;Gasolina;2018;43543;75;5;Manual;Gris / Plata
36;1007;PEUGEOT 1007 1.6 Sporty 2Tronic 3p.;4200;Gasolina;2007;118000;110;3;Manual;Negro
37;Rifter;PEUGEOT Rifter GT Standard BlueHDi 96kW 5p.;26995;Diesel;2021;1;130;5;Manual;Gris / Plata (GRIS ARTENSE)
38;Golf Sportsvan;VOLKSWAGEN Golf Sportsvan Business  Navi 1.6 TDI BMT 5p.;14900;Diesel;2016;155000;115;5;Manual;Gris / Plata
39;Crossland X;OPEL Crossland X 1.2 60kW 81CV Design Line 120 Anivers. 5p.;19150;Gasolina;2019;13871;81;5;Manual;Gris / Plata
40;Leon;SEAT Leon 1.6 TDI 110cv StSp Style 5p.;10500;Diesel;2016;127000;110;5;Manual;Blanco
41;Leon;SEAT Leon 2.0 TDI 110kW DSG7 SS FR Go L 5p.;26400;Diesel;2020;50;150;5;Automatico;Negro
42;NOTE;NISSAN NOTE 5p. 1.2G 80CV NTEC Pack Comfort 5p.;7900;Gasolina;2015;54200;80;5;Manual;Blanco
43;Clase B;MERCEDES-BENZ Clase B B 180 CDI 5p.;13500;Diesel;2014;104000;109;5;Automatico;Blanco
44;Clase E;MERCEDES-BENZ Clase E E 220 d 4p.;23900;Diesel;2016;150276;194;4;Automatico;Negro
45;Duster;DACIA Duster Laureate TCE 125 5p.;8399;Gasolina;2014;88056;125;5;Manual;Blanco
46;Megane;RENAULT Megane Business Energy dCi 66kW 90CV 5p.;10499;Diesel;2017;47396;90;5;Manual;369 Blanco Glaciar (opaco)
47;CC;VOLKSWAGEN CC 2.0 TDI 140cv RLine BluemotionTech 4p.;17890;Diesel;2015;90000;140;4;Automatico;Blanco
48;Clase V;MERCEDES-BENZ Clase V 220 d Clase V Largo 4p.;44097;Diesel;2019;24429;163;4;Automatico;Negro (Obsidiana)
49;Clio;RENAULT Clio Renault Sport 2.0 16v 200CV 3p.;10000;Gasolina;2008;180000;200;3;Manual;Azul
50;XC60;VOLVO XC60 2.0 D3 Kinetic 5p.;18990;Diesel;2016;93000;150;5;Manual;Blanco
51;Duster;DACIA Duster Ambiance dCi 110 4x4 5p.;8500;Diesel;2014;202100;109;5;Manual;Blanco
52;A4;AUDI A4 Avant 2.0 TDI 120cv 5p.;11900;Diesel;2014;165999;120;5;Manual;Marron
53;5008;PEUGEOT 5008 Style 1.6 BlueHDi 120 FAP 5p.;11900;Diesel;2015;86686;120;5;Manual;M0VG Gris vapor (metalizado)
54;Clio;RENAULT Clio Zen TCe 74 kW 100CV 5p.;16190;Gasolina;2020;3239;100;5;Manual;Marron (MARRON VISON)
55;GLC Coupe;MERCEDES-BENZ GLC Coupe GLC 220 d 4MATIC 5p.;49900;Diesel;2019;200;170;5;Automatico;Gris / Plata (PLATA IRIDIO)
56;X3;BMW X3 XDRIVE20D 5p.;25400;Diesel;2017;36000;190;5;Manual;Gris / Plata
57;Corsa;OPEL Corsa 1.2T XHL 74kW 100CV Edition 5p.;13100;Gasolina;2019;4553;100;5;Manual;GAZ Blanco Ion (sA3lido)
58;Golf;VOLKSWAGEN Golf 2.0 TDI 184cv DSG GTD BMT 5p.;17990;Diesel;2013;159000;184;5;Automatico;Gris / Plata (GRIS AZULADO)
59;i40;HYUNDAI i40 1.6 GDI GLS 135cv 4p.;8400;Gasolina;2012;107000;135;4;Manual;Gris / Plata
60;i3;BMW i3  5p.;15500;Electrico;2016;49000;170;5;Automatico;Blanco (blanco-negro)
61;Fiesta;FORD Fiesta 1.1 TiVCT 63kW Trend 5p 5p.;9450;Gasolina;2018;37000;85;5;Manual;Gris / Plata (PM Pintura metalizada)
62;406;PEUGEOT 406 406 ST 2.0 4p.;800;Gasolina;1998;120000;135;4;Manual;Rojo
63;S-MAX;FORD SMAX 2.0 TDCi Titanium 5p.;5500;Diesel;2009;202000;140;5;Manual;Gris / Plata
64;Serie 1;BMW Serie 1 116d Essential Edition 5p.;8499;Diesel;2013;259000;116;5;Manual;Blanco
65;Serie 2;BMW Serie 2 M2 2p.;48200;Gasolina;2017;8000;370;2;Automatico;Azul
66;JUKE;NISSAN JUKE 1.5 dCi NCONNECTA 4X2 5p.;10990;Diesel;2015;102100;110;5;Manual;Gris / Plata
67;Renegade;JEEP Renegade 1.0G 88kW Sport 4x2 5p.;16200;Gasolina;2018;45168;120;5;Manual;Rojo (176 Rojo Colorado)
68;Passat;VOLKSWAGEN Passat 2.0 TDI 140cv Advance 4p.;3400;Diesel;2006;272000;140;4;Manual;Gris / Plata
69;Swift;SUZUKI Swift 1.4 T SPORT Mild Hybrid 5p.;21200;Gasolina;2020;10;129;5;Manual;Rojo (Rojo con techo negro)
70;Antara;OPEL Antara 2.4 16V Energy 5p.;7000;Gasolina;2009;119000;140;5;Manual;Negro
71;Doblo Cargo;FIAT Doblo Cargo Cargo Base 1.4 TJet Natural Power CNG;4550;Gas natural (CNG);2013;114000;120;3;Manual;Blanco
72;CLA;MERCEDES-BENZ CLA CLA 200 D DCT 4p.;44600;Diesel;2021;0;150;4;Manual;Azul (Azul Demin)
73;Serie 5;BMW Serie 5 520d Efficient Dynamics 4p.;37200;Diesel;2019;35760;190;4;Automatico;"A90 Sophistograu; efecto de brillo (metalizado)"
74;Megane;RENAULT Megane Emotion 2011 dCi 110 eco2 E5 5p.;5500;Diesel;2012;300000;110;5;Manual;Blanco
75;Serie 1;BMW Serie 1 120d 3p.;7480;Diesel;2007;90000;177;3;Manual;Beige
76;C4;CITROEN C4 C4 BlueHDi 73KW 100CV Tonic 5p.;12900;Diesel;2018;52700;99;5;Manual;Blanco
77;Grand Cherokee;JEEP Grand Cherokee 3.0 V6 CRD Laredo 5p.;8999;Diesel;2005;199000;218;5;Automatico;Azul
78;Arona;SEAT Arona 1.6 TDI 85kW 115CV FR Editio Eco 5p.;19900;Diesel;2019;17788;115;5;Manual;Blanco (negro)
79;Ibiza;SEAT Ibiza 1.4 TDI 80cv Reference 3p.;4500;Diesel;2007;86000;80;3;Manual;Rojo
80;Discovery Sport;LAND-ROVER Discovery Sport 2.0D I4L.Flw 150 PS AWD RDynamic S 5p.;60190;Diesel;2019;0;150;5;Automatico;Blanco
81;GLC Coupe;MERCEDES-BENZ GLC Coupe MercedesAMG GLC 43 4MATIC 5p.;89250;Gasolina;2021;1;390;5;Automatico;Azul (brillante)
82;Renegade;JEEP Renegade 1.0G 88kW Longitude 4x2 5p.;20300;Gasolina;2020;1;120;5;Manual;Negro
83;Cruze;CHEVROLET Cruze 1.6 LT 5p.;8500;Gasolina;2013;120000;124;5;Manual;Gris / Plata
84;Rodius;SSANGYONG Rodius D22T 178cv Premium 5p.;16490;Diesel;2017;79900;178;5;Manual;Negro
85;A6;AUDI A6 1.9 TDI Multitronic Avant 5p.;2000;Diesel;2002;325000;130;5;Manual;Negro
86;Astra;OPEL Astra GTC 2.0 Turbo 170 CV Sport 3p.;3500;Gasolina;2006;229193;170;3;Manual;Rojo
87;Koleos;RENAULT Koleos Zen Blue dCi 110kW 150CV XTronic 4x2 5p.;31600;Diesel;2020;1;150;5;Automatico;Blanco (VARIAS UNIDADES Y COLORES)
88;500;ABARTH 500 1.4 16v TJet 595 107kW 145CV E6D 3p.;16875;Gasolina;2019;12000;145;3;Manual;Rojo (ROJO EXOTICA)
89;Clase A;MERCEDES-BENZ Clase A Sedan A 180 d 4p.;32000;Diesel;2020;20100;116;4;Automatico;Negro (NEGRO COSMOS)
90;Vivaro;OPEL Vivaro 1.6 CDTI SS 92kW L2 2.9t Combi Plus9 4p.;20900;Diesel;2018;61823;125;4;Manual;Marron
91;Golf;VOLKSWAGEN Golf 2.0 T FSI DSG GTI 5p.;10490;Gasolina;2006;148252;200;5;Automatico;Rojo
92;Serie 5;BMW Serie 5 520d EfficientDynamics Edition 4p.;16000;Diesel;2011;91000;184;4;Automatico;Negro
93;C3;CITROEN C3 BlueHDi 75KW 100CV SS CSeries 5p.;17000;Diesel;2020;5;102;5;Manual;Gris / Plata
94;Q3;AUDI Q3 S line 35 TDI 110kW 150CV S tronic 5p.;32900;Diesel;2018;11700;150;5;Automatico;Z7Z7 Gris Cronos (metalizada)
95;TT;AUDI TT Coupe 2.0 TDI 184CV ultra 3p.;19500;Diesel;2014;210000;184;3;Manual;Blanco
96;X1;BMW X1 sDrive18dA Business 5p.;22900;Diesel;2017;70000;150;5;Automatico;Blanco
97;fortwo;SMART fortwo 60kW81CV EQ coupe 3p.;14500;Electrico;2019;2000;82;3;Automatico;Rojo
98;Scirocco;VOLKSWAGEN Scirocco 2.0 TDI 150CV RLine BMT 3p.;19500;Diesel;2015;58000;150;3;Manual;Blanco
99;Serie XJ;JAGUAR Serie XJ XJ8 4.2 Executive L 4p.;6490;Gasolina;2005;260556;298;4;Automatico;Verde
100;Tiguan;VOLKSWAGEN Tiguan 2.0 TDI 140cv DSG 4x4 Sport BMotion Tech 5p.;17300;Diesel;2014;91473;140;5;Automatico;Gris / Plata (*LRO*)
101;Clase M;MERCEDES-BENZ Clase M ML 320 CDI 5p.;14500;Diesel;2007;175000;224;5;Automatico;Gris / Plata
102;A3;AUDI A3 Sportback 1.6 TDI 105cv Ambition 5p.;7490;Diesel;2012;220000;105;5;Manual;Blanco
103;Clase CLA;MERCEDES-BENZ Clase CLA CLA 200 d Shooting Brake 5p.;30000;Diesel;2018;14000;136;5;Manual;Azul
104;Astra;OPEL Astra 1.2T SHR 107kW 145CV Elegance ST 5p.;21400;Gasolina;2019;1;145;5;Manual;Azul
105;Clase CLK;MERCEDES-BENZ Clase CLK CLK 240 AVANTGARDE 2p.;4999;Gasolina;2002;160000;170;2;Automatico;Gris / Plata
106;Zafira;OPEL Zafira 1.9 CDTi 120 CV Enjoy 5p.;5850;Diesel;2008;159000;120;5;Manual;Gris / Plata
107;A3;AUDI A3 Sportback 1.6 TDI clean d 110CV Advanced 5p.;17350;Diesel;2016;57054;110;5;Manual;Blanco (T9T9 Blanco Ibis)
108;Modus;RENAULT Modus Authentique 1.5dCi70 eco2 5p.;3500;Diesel;2007;140000;70;5;Manual;Blanco
109;Combo;OPEL Combo Tour Excellenc 1.6CDTI 88kW 120CV L1H1;9900;Diesel;2016;58000;120;5;Automatico;Blanco
110;Insignia;OPEL Insignia ST 1.6 CDTI SS ecoFLEX 136 CV Selective 5p.;8300;Diesel;2016;173707;136;5;Manual;Azul
111;2008;PEUGEOT 2008 Allure 1.6 BlueHDi 88KW 120CV SS 5p.;16800;Diesel;2018;29000;120;5;Manual;Blanco (NACARADO)
112;Megane;RENAULT Megane CONFORT EXPRESSION 1.9DCI 5p.;2800;Diesel;2006;134000;130;5;Manual;Gris / Plata
113;Leon;SEAT Leon 1.6 TDI 85kW 115CV StSp Style 5p.;7900;Diesel;2016;156980;115;5;Manual;Blanco
114;Duster;DACIA Duster Laureate dCi 110 5p.;8990;Diesel;2014;119500;109;5;Manual;Blanco
115;Transporter;VOLKSWAGEN Transporter Kombi Corto T.Normal 2.0 TDI 102cv 2.8T 4p.;16999;Diesel;2011;146000;102;4;Manual;Amarillo (Blanco y amarillo )
116;308;PEUGEOT 308 SW Business Line 1.6 BlueHDi 88KW 120CV 5p.;10710;Diesel;2016;87100;120;5;Manual;Gris / Plata (plata)
117;508 Hybrid;PEUGEOT 508 Hybrid 5P GT Line 225 eEAT8 5p.;35375;Hibrido enchufable;2020;1;225;5;Automatico;Gris / Plata
118;Yaris;TOYOTA Yaris 1.0 70 Business 5p.;10900;Gasolina;2020;12750;69;5;Manual;Blanco
119;Rio;KIA Rio 1.2 CVVT 84CV Drive 5p.;7500;Gasolina;2015;100000;84;5;Manual;Blanco
120;Polo;VOLKSWAGEN Polo Advance 1.0 TSI 70kW 95CV 5p.;14900;Gasolina;2019;19420;95;5;Manual;4M4M Naranja Calatea (metalizado)
121;5008;PEUGEOT 5008 1.5 BlueHDi 96kW 130CV SS GT 5p.;33835;Diesel;2021;1;130;5;Manual;Gris / Plata
122;Astra;OPEL Astra 1.4 Turbo SS 125 CV Dynamic 5p.;9750;Gasolina;2016;85000;125;5;Manual;Blanco
123;Q2;AUDI Q2 design edition 1.4 TFSI COD S tronic 5p.;21490;Gasolina;2017;79999;150;5;Manual;Blanco
124;Accord;HONDA Accord TOURER 2.2 iDTEC Executive 5p.;7650;Diesel;2010;185700;150;5;Manual;Gris / Plata (Gris)
125;ceed;KIA ceed 1.4 CRDi WGT 90cv Concept 5p.;10900;Diesel;2016;54327;90;5;Manual;Gris / Plata
126;Punto;FIAT Punto 1.3 Lounge 95CV Multijet SS 5p.;2700;Diesel;2013;240000;95;5;Manual;Beige
127;Tipo;FIAT Tipo 1.6 Lounge 88kW 120CVdiesel Mjet II SW 5p.;12450;Diesel;2018;41844;120;5;Manual;Marron
128;Serie 1;BMW Serie 1 120d 2p.;8800;Diesel;2009;219000;177;2;Manual;Negro
129;Polo;VOLKSWAGEN Polo 1.4 TDI United 70cv 5p.;5500;Diesel;2009;107000;70;5;Manual;Negro
130;Touran;VOLKSWAGEN Touran Business 1.6 TDI 85kW 115CV DSG 5p.;16900;Diesel;2017;88905;115;5;Automatico;Gris / Plata (GRIS OSCURO)
131;S60;VOLVO S60 D5 4p.;3333;Diesel;2002;400000;163;4;Manual;Gris / Plata
132;C4 Spacetourer;CITROEN C4 Spacetourer BlueHDi 88KW 120CV Shine 5p.;21900;Diesel;2018;13638;120;5;Manual;Rojo
133;Serie 5;BMW Serie 5 535d 4p.;8890;Diesel;2006;210973;272;4;Automatico;Gris / Plata
134;Clase B;MERCEDES-BENZ Clase B B 180 CDI 5p.;15000;Diesel;2013;47000;109;5;Automatico;Blanco
135;Serie 5;BMW Serie 5 520D 4p.;28900;Diesel;2017;55962;190;4;Manual;"A90 Sophistograu; efecto de brillo (metalizado)"
136;Caddy;VOLKSWAGEN Caddy Furgon 2.0 TDI SCR BMT 102CV;10910;Diesel;2016;80743;102;4;Manual;Blanco (BLANCO)
137;Focus;FORD Focus 1.8 TDCi Trend 3p.;2200;Diesel;2006;280000;115;3;Manual;Gris / Plata
138;Leon;SEAT Leon 1.5 TSI 96kW 130CV SS Style Visio Ed 5p.;13850;Gasolina;2019;74000;130;5;Manual;Blanco (MET Pintura metalizada)
139;Q7;AUDI Q7 3.0 TDI quattro tiptronic 5p.;59900;Diesel;2018;40000;272;5;Automatico;"(( NACIONAL; S-LINE; LLANTA 22""; FULL ))"
140;Auris;TOYOTA Auris 1.8 140H Hybrid Feel 5p.;12500;Hibrido;2016;85000;136;5;Automatico;Gris / Plata
141;Doblo;FIAT Doblo Panorama Dynamic 1.6 Multijet 90 MTA E5 5p.;6750;Diesel;2014;114563;90;5;Manual;Granate
142;QASHQAI;NISSAN QASHQAI dCi 96 kW 130 CV NCONNECTA 5p.;20300;Diesel;2018;10000;130;5;Manual;Azul
143;Aveo;CHEVROLET Aveo 1.4 16v LT Auto 4p.;5490;Gasolina;2009;121300;101;4;Automatico;Gris / Plata
144;Serie 3;BMW Serie 3 318d Touring 5p.;16950;Diesel;2015;85000;143;5;Manual;Blanco
145;S40;VOLVO S40 1.6D Kinetic 4p.;3900;Diesel;2005;195000;109;4;Manual;Azul
146;Ibiza;SEAT Ibiza 1.4 TDI 70cv Reference 5p.;2500;Diesel;2007;206000;70;5;Manual;Amarillo
147;Golf;VOLKSWAGEN Golf 1.6 HIGHLINE 3p.;2900;Gasolina;2000;136000;105;3;Manual;Gris / Plata
148;208;PEUGEOT 208 5P STYLE 1.6 BlueHDi 55KW 75CV 5p.;10600;Diesel;2017;91616;75;5;Manual;Gris / Plata
149;Korando;SSANGYONG Korando G15T Urban 5p.;22800;Gasolina;2020;20;163;5;Manual;Negro
150;Scirocco;VOLKSWAGEN Scirocco Typhoon by RLine 1.4 TSI 92kW 125CV 3p.;18500;Gasolina;2017;70000;125;3;Manual;Azul
151;Leon;SEAT Leon ST 1.2 TSI 110cv StSp Reference 5p.;7290;Gasolina;2015;44000;110;5;Manual;Azul
152;Santa Fe;HYUNDAI Santa Fe 2.2 CRDi VGT Comfort Full DVD 5 plazas 5p.;5499;Diesel;2008;159999;155;5;Manual;Blanco
153;ceed;KIA ceed 1.4 CRDi WGT 90cv Drive 5p.;7900;Diesel;2015;169000;90;5;Manual;Blanco
154;Golf;VOLKSWAGEN Golf Advance 1.0 TSI 85kW 115CV 5p.;15990;Gasolina;2018;82000;115;5;Manual;Blanco
155;TUCSON;HYUNDAI TUCSON 1.6 CRDI 85kW 116CV SLE 4X2 5p.;25750;Diesel;2020;18;116;5;Manual;"Beige (PLATA; NEGRO; BLANCO; DORADO)"
156;Mokka X;OPEL Mokka X 1.4 T 103kW 4X2 SS Innovation 5p.;16900;Gasolina;2019;57000;140;5;Manual;Blanco
157;Golf;VOLKSWAGEN Golf Advance 1.4 TSI 92kW 125CV DSG 5p.;15400;Gasolina;2017;65000;125;5;Automatico;Rojo
158;Civic;HONDA Civic 2.2 iCTDi Comfort 5p.;2000;Diesel;2007;220000;140;5;Manual;Blanco
159;X3;BMW X3 XDRIVE20D 5p.;19800;Diesel;2013;159000;177;5;Manual;Beige
160;Serie 5;BMW Serie 5 535dA 4p.;23990;Diesel;2013;109990;313;4;Automatico;Negro
161;911;PORSCHE 911 Speedster 2p.;410000;Gasolina;2019;150;510;2;Manual;Gris / Plata
162;Cordoba;SEAT Cordoba 1.4 16V 75 CV TOP 4p.;500;Gasolina;2005;159000;75;4;Manual;Blanco
163;X6;BMW X6 xDrive30d 5p.;55490;Diesel;2018;26391;258;5;Automatico;Gris / Plata
164;C-Max;FORD CMax 1.5 TDCi 120CV Business 5p.;8500;Diesel;2016;160000;120;5;Manual;Gris / Plata
165;C5;CITROEN C5 1.8i 16v SX 5p.;2950;Gasolina;2006;136377;125;5;Manual;Rojo
166;Fiesta;FORD Fiesta 1.6 TDCi 95cv Trend 5p 5p.;5900;Diesel;2015;141000;95;5;Manual;Blanco
167;Swift;SUZUKI Swift 1.3 GL 5p 5p.;3300;Gasolina;2008;123000;92;5;Manual;Azul
168;Jumpy;CITROEN Jumpy Talla M BlueHDi 85KW 115CV 6v Confort;16499;Diesel;2018;37000;115;4;Manual;Blanco
169;C5 Aircross;CITROEN C5 Aircross BlueHdi 96kW 130CV SS C Series 5p.;26750;Diesel;2021;0;131;5;Manual;Gris / Plata
170;Serie 3;BMW Serie 3 320D 4p.;2500;Diesel;2001;283400;136;4;Manual;Negro
171;Ducato;FIAT Ducato 35 L2 H2 2.3 1 103 kW Euro 6dtemp;18750;Diesel;2020;5;140;4;Manual;Blanco
172;500;FIAT 500 1.2 8v 51kW 69CV Lounge 3p.;9500;Gasolina;2018;30000;69;3;Manual;Blanco
173;A1;AUDI A1 1.6 TDI 90cv S tronic Ambition 3p.;11000;Diesel;2011;90000;90;3;Automatico;Negro
174;Auris;TOYOTA Auris Hybrid Active 5p.;11200;Hibrido;2014;84822;136;5;Automatico;040 Blanco Classic (sA3lido)
175;Golf;VOLKSWAGEN Golf Advance 1.6 TDI BMT 5p.;12500;Diesel;2017;47000;110;5;Manual;Gris / Plata
176;Focus C-MAX;FORD Focus CMAX 1.6 TDCi Trend 5p.;4700;Diesel;2005;190000;109;5;Manual;Negro
177;206 +;PEUGEOT 206plus 1.4 HDI 70cv 5p.;3900;Diesel;2010;178000;70;5;Manual;Rojo
178;Serie 4;BMW Serie 4 420d Auto. 2p.;29100;Diesel;2017;52550;190;2;Automatico;Negro
179;Yaris;TOYOTA Yaris 1.5 Hybrid Advance 5p.;12500;Hibrido;2016;43987;100;5;Automatico;Rojo
180;Jimny;SUZUKI Jimny 1.5 MODE 3 5MT 3p.;25900;Gasolina;2020;8200;102;3;Manual;Blanco
181;911;PORSCHE 911 CARRERA 2p.;117999;Gasolina;2020;5999;385;2;Automatico;Negro
182;QASHQAI;NISSAN QASHQAI DIGT 103 kW 140 CV E6D NCONNECTA 5p.;20900;Gasolina;2019;12000;140;5;Manual;Gris / Plata
183;Clio;RENAULT Clio Sport Tou. Limited En. dCi 55kW 75CV 5p.;8990;Diesel;2017;127000;75;5;Manual;Blanco
184;Renegade;JEEP Renegade Limited 1.3 PHEV 140kW 190CV AT AWD 5p.;37500;Hibrido enchufable;2020;100;190;5;Automatico;Azul
185;Ateca;SEAT Ateca 1.6 TDI 85kW 115CV StSp Xcellence Eco 5p.;17900;Diesel;2018;72000;115;5;Manual;Blanco
186;309;PEUGEOT 309 309 SR 1.6 5p.;650;Gasolina;1991;307000;94;5;Manual;Rojo
187;Touran;VOLKSWAGEN Touran Edition 1.6 TDI BMT DSG 5p.;17299;Diesel;2017;54478;115;5;Automatico;Gris / Plata
188;Z4;BMW Z4 sDrive23i 2p.;19950;Gasolina;2010;134000;204;2;Manual;Azul
189;Grandland X;OPEL Grandland X 1.2 Turbo Selective 5p.;21990;Gasolina;2020;10;130;5;Manual;Blanco
190;Clase CLC;MERCEDES-BENZ Clase CLC CLC 220 CDI 3p.;10800;Diesel;2008;84754;150;3;Manual;Negro (*BAR*)
191;Ducato;FIAT Ducato Furgon Maxi 35 Extra Larg Alto 2.3 150 4p.;10000;Diesel;2014;340000;148;4;Manual;Blanco
192;i20;HYUNDAI i20 1.2 MPI 55kW 75CV Essence LE 5p.;11100;Gasolina;2020;8984;75;5;Manual;Rojo (TOMATO RED)
193;Touran;VOLKSWAGEN Touran Advance 2.0 TDI 110kW150CV BMT 5p.;19500;Diesel;2016;90000;150;5;Manual;Gris / Plata
194;Capri;FORD Capri CAPRI 2.0 S 2p.;9500;Gasolina;1982;153000;101;2;Manual;Blanco
195;508;PEUGEOT 508 5P Allure BlueHDi 96kW 130 SS EAT8 5p.;25990;Diesel;2019;22200;130;5;Automatico;Gris / Plata
196;X1;BMW X1 sDrive18d 5p.;19850;Diesel;2016;72000;150;5;Automatico;Blanco
197;911;PORSCHE 911 TURBO COUPE 2p.;83000;Gasolina;2011;86000;500;2;Automatico;Gris / Plata
198;Focus;FORD Focus 1.5 TDCi E6 88kW Business Sportbreak 5p.;9000;Diesel;2017;95000;120;5;Manual;Blanco
199;V40;VOLVO V40 2.0 T2 Momentum 5p.;19900;Gasolina;2018;25961;122;5;Manual;Blanco
200;Grand Scenic;RENAULT Grand Scenic LIMITED dCi 110 EDC 7p Euro 6 5p.;10900;Diesel;2016;94000;110;5;Manual;Blanco
201;Boxer;PEUGEOT Boxer 435 L4 BlueHDi 120KW 160CV;21950;Diesel;2017;99950;163;2;Manual;Azul
202;A1;AUDI A1 1.4 TDI 90CV Adrenalin 3p.;14400;Diesel;2016;39611;90;3;Manual;Blanco
203;i30;HYUNDAI i30 1.4 TGDI Tecno Sky DT 5p.;19990;Gasolina;2019;20877;140;5;Automatico;Azul (Azul Oscuro)
204;C8;CITROEN C8 2.0 HDi 16v Premier II Auto 5p.;4800;Diesel;2005;170780;109;5;Automatico;Verde
